ID,题型,分类,题目,GT
ECK033,JSON,电商客服/跨应用投诉升级种子,【沙盒任务种子/跨应用结构化题】跨应用材料来自订单系统、物流系统、客服工单系统和评价后台；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你要把涉敏投诉处理扩展成沙盒任务。跨系统摘录：评价后台新差评提到“监管投诉”；订单系统显示商品已退款；客服系统已有补偿方案；物流系统无异常。规则：涉监管投诉必须人工复核，并汇总现有处理状态。请只输出 JSON，字段 review_required、refund_status、logistics_issue、handoff_team。,"{""review_required"":true,""refund_status"":""已退款"",""logistics_issue"":false,""handoff_team"":""人工复核""}"
ECK034,单选,电商客服/退款风控,"你在处理自动退款审批。店铺规则：退款金额 <=100 元且非涉敏投诉可自动退款；涉敏或超额必须人工复核。当前申请退款金额 118 元，投诉类型为非涉敏。请判断应采取什么动作。
A. 自动退款
B. 人工复核
C. 拒绝用户
D. 公开展示评价",B
ECK035,单选,电商客服/退款风控,"你在处理自动退款审批。店铺规则：退款金额 <=100 元且非涉敏投诉可自动退款；涉敏或超额必须人工复核。当前申请退款金额 120 元，投诉类型为非涉敏。请判断应采取什么动作。
A. 自动退款
B. 人工复核
C. 拒绝用户
D. 公开展示评价",B
FIA001,数字,金融投资分析/组合指标计算,【跨应用结构化题】跨应用材料来自组合持仓系统、行情终端和公告/新闻库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你是买方组合分析助理，正在更新基金经理的持仓风险复盘表。组合总市值 1080 万元，持仓 X 当前市值 120 万元。请输出持仓 X 当前权重，小数形式保留 4 位。,0.1111
FIA002,JSON,金融投资分析/跨应用持仓异动,【跨应用结构化题】跨应用材料来自组合持仓系统、行情终端和公告/新闻库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你在更新组合晨报。跨系统摘录：组合系统显示持仓 Z 权重 9.5%；行情终端显示 Z 昨日下跌 6.8%；公告库显示无公司公告；新闻库显示同业公司被监管问询。请只输出 JSON，字段 holding、weight、price_move、likely_risk_source。,"{""holding"":""Z"",""weight"":{""type"":""number"",""normalized_value"":0.095,""tolerance"":0.0001},""price_move"":{""type"":""number"",""normalized_value"":-0.068,""tolerance"":0.0001},""likely_risk_source"":""行业监管""}"
FIA003,数字,金融投资分析/组合指标计算,你是买方组合分析助理，正在更新基金经理的持仓风险复盘表。组合总市值 1240 万元，持仓 X 当前市值 160 万元。请输出持仓 X 当前权重，小数形式保留 4 位。,0.129
FIA004,数字,金融投资分析/组合指标计算,你是买方组合分析助理，正在更新基金经理的持仓风险复盘表。组合总市值 1320 万元，持仓 X 当前市值 180 万元。请输出持仓 X 当前权重，小数形式保留 4 位。,0.1364
FIA005,数字,金融投资分析/组合指标计算,你是买方组合分析助理，正在更新基金经理的持仓风险复盘表。组合总市值 1400 万元，持仓 X 当前市值 200 万元。请输出持仓 X 当前权重，小数形式保留 4 位。,0.1429
FIA006,数字,金融投资分析/组合指标计算,你是买方组合分析助理，正在更新基金经理的持仓风险复盘表。组合总市值 1480 万元，持仓 X 当前市值 220 万元。请输出持仓 X 当前权重，小数形式保留 4 位。,0.1486
FIA007,数字,金融投资分析/组合指标计算,你是买方组合分析助理，正在更新基金经理的持仓风险复盘表。组合总市值 1560 万元，持仓 X 当前市值 240 万元。请输出持仓 X 当前权重，小数形式保留 4 位。,0.1538
FIA008,数字,金融投资分析/组合指标计算,你是买方组合分析助理，正在更新基金经理的持仓风险复盘表。组合总市值 1640 万元，持仓 X 当前市值 260 万元。请输出持仓 X 当前权重，小数形式保留 4 位。,0.1585
FIA009,数字,金融投资分析/组合指标计算,你是买方组合分析助理，正在更新基金经理的持仓风险复盘表。组合总市值 1720 万元，持仓 X 当前市值 280 万元。请输出持仓 X 当前权重，小数形式保留 4 位。,0.1628
FIA010,数字,金融投资分析/组合指标计算,你是买方组合分析助理，正在更新基金经理的持仓风险复盘表。组合总市值 1800 万元，持仓 X 当前市值 300 万元。请输出持仓 X 当前权重，小数形式保留 4 位。,0.1667
FIA011,数字,金融投资分析/收益率计算,【跨应用结构化题】跨应用材料来自组合持仓系统、行情终端和公告/新闻库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你正在核对组合持仓收益率。持仓 Y 的建仓成本为 31 元，当前行情价为 28.21 元。请按 (当前价-成本价)/成本价 输出收益率，小数形式保留 4 位。,-0.09
FIA012,数字,金融投资分析/收益率计算,【跨应用结构化题】跨应用材料来自组合持仓系统、行情终端和公告/新闻库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你正在核对组合持仓收益率。持仓 Y 的建仓成本为 32 元，当前行情价为 31.04 元。请按 (当前价-成本价)/成本价 输出收益率，小数形式保留 4 位。,-0.03
FIA013,数字,金融投资分析/收益率计算,你正在核对组合持仓收益率。持仓 Y 的建仓成本为 33 元，当前行情价为 33.99 元。请按 (当前价-成本价)/成本价 输出收益率，小数形式保留 4 位。,0.03
FIA014,数字,金融投资分析/收益率计算,你正在核对组合持仓收益率。持仓 Y 的建仓成本为 34 元，当前行情价为 37.06 元。请按 (当前价-成本价)/成本价 输出收益率，小数形式保留 4 位。,0.09
FIA015,数字,金融投资分析/收益率计算,你正在核对组合持仓收益率。持仓 Y 的建仓成本为 35 元，当前行情价为 29.75 元。请按 (当前价-成本价)/成本价 输出收益率，小数形式保留 4 位。,-0.15
FIA016,数字,金融投资分析/收益率计算,你正在核对组合持仓收益率。持仓 Y 的建仓成本为 36 元，当前行情价为 32.76 元。请按 (当前价-成本价)/成本价 输出收益率，小数形式保留 4 位。,-0.09
FIA017,数字,金融投资分析/收益率计算,你正在核对组合持仓收益率。持仓 Y 的建仓成本为 37 元，当前行情价为 35.89 元。请按 (当前价-成本价)/成本价 输出收益率，小数形式保留 4 位。,-0.03
FIA018,数字,金融投资分析/收益率计算,你正在核对组合持仓收益率。持仓 Y 的建仓成本为 38 元，当前行情价为 39.14 元。请按 (当前价-成本价)/成本价 输出收益率，小数形式保留 4 位。,0.03
FIA019,单选,金融投资分析/风险归因,"【跨应用结构化题】跨应用材料来自组合持仓系统、行情终端和公告/新闻库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：基金经理要求你在晨会上点名本期拖累组合最多的持仓。四只持仓对组合收益贡献为：Alpha -2.2pct，Beta -3.6pct，Gamma -2.2pct，Delta -1.8pct。请判断拖累最大的持仓。
A. Alpha
B. Beta
C. Gamma
D. Delta",B
FIA020,单选,金融投资分析/风险归因,"【跨应用结构化题】跨应用材料来自组合持仓系统、行情终端和公告/新闻库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：基金经理要求你在晨会上点名本期拖累组合最多的持仓。四只持仓对组合收益贡献为：Alpha -3.2pct，Beta -1.8pct，Gamma 1pct，Delta -0.6pct。请判断拖累最大的持仓。
A. Alpha
B. Beta
C. Gamma
D. Delta",A
FIA021,单选,金融投资分析/风险归因,"基金经理要求你在晨会上点名本期拖累组合最多的持仓。四只持仓对组合收益贡献为：Alpha -1.2pct，Beta -2.4pct，Gamma 0.2pct，Delta -1.8pct。请判断拖累最大的持仓。
A. Alpha
B. Beta
C. Gamma
D. Delta",B
FIA022,单选,金融投资分析/风险归因,"基金经理要求你在晨会上点名本期拖累组合最多的持仓。四只持仓对组合收益贡献为：Alpha -2.2pct，Beta -3pct，Gamma -0.6pct，Delta -0.6pct。请判断拖累最大的持仓。
A. Alpha
B. Beta
C. Gamma
D. Delta",B
FIA023,单选,金融投资分析/风险归因,"基金经理要求你在晨会上点名本期拖累组合最多的持仓。四只持仓对组合收益贡献为：Alpha -3.2pct，Beta -3.6pct，Gamma -1.4pct，Delta -1.8pct。请判断拖累最大的持仓。
A. Alpha
B. Beta
C. Gamma
D. Delta",B
FIA024,单选,金融投资分析/风险归因,"基金经理要求你在晨会上点名本期拖累组合最多的持仓。四只持仓对组合收益贡献为：Alpha -1.2pct，Beta -1.8pct，Gamma -2.2pct，Delta -0.6pct。请判断拖累最大的持仓。
A. Alpha
B. Beta
C. Gamma
D. Delta",C
FIA025,单选,金融投资分析/风险归因,"基金经理要求你在晨会上点名本期拖累组合最多的持仓。四只持仓对组合收益贡献为：Alpha -2.2pct，Beta -2.4pct，Gamma 1pct，Delta -1.8pct。请判断拖累最大的持仓。
A. Alpha
B. Beta
C. Gamma
D. Delta",B
FIA026,单选,金融投资分析/风险归因,"基金经理要求你在晨会上点名本期拖累组合最多的持仓。四只持仓对组合收益贡献为：Alpha -3.2pct，Beta -3pct，Gamma 0.2pct，Delta -0.6pct。请判断拖累最大的持仓。
A. Alpha
B. Beta
C. Gamma
D. Delta",A
FIA027,JSON,金融投资分析/研报式风险提示,【跨应用结构化题】跨应用材料来自组合持仓系统、行情终端和公告/新闻库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你在给基金经理生成组合风险 memo，只能做风险提示，不能给直接买卖建议。材料显示：公司收入增速 7%，PE 28 倍，暂无重大政策变化。风险分类规则：政策收紧优先标为政策风险；收入负增长标为业绩风险；PE>35 标为估值风险；否则暂未发现主要风险。请输出 JSON，字段 risk_type 和 can_give_trade_advice，后者必须为 false。,"{""risk_type"":""暂未发现主要风险"",""can_give_trade_advice"":false}"
FIA028,JSON,金融投资分析/研报式风险提示,【跨应用结构化题】跨应用材料来自组合持仓系统、行情终端和公告/新闻库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你在给基金经理生成组合风险 memo，只能做风险提示，不能给直接买卖建议。材料显示：公司收入增速 11%，PE 33 倍，行业监管政策收紧。风险分类规则：政策收紧优先标为政策风险；收入负增长标为业绩风险；PE>35 标为估值风险；否则暂未发现主要风险。请输出 JSON，字段 risk_type 和 can_give_trade_advice，后者必须为 false。,"{""risk_type"":""政策风险"",""can_give_trade_advice"":false}"
FIA029,JSON,金融投资分析/跨应用组合风险种子,【沙盒任务种子/跨应用结构化题】跨应用材料来自组合持仓系统、行情终端和公告/新闻库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你要把组合风险 memo 扩展成沙盒任务。跨系统摘录：组合系统显示 Alpha 权重 12%；行情终端显示 Alpha 本季跌幅 18%；公告库显示公司下修全年收入指引；新闻库无政策收紧。规则：业绩公告优先归因为业绩风险，且不得给买卖建议。请只输出 JSON，字段 holding、risk_type、evidence_app、can_give_trade_advice。,"{""holding"":""Alpha"",""risk_type"":""业绩风险"",""evidence_app"":""公告/新闻库"",""can_give_trade_advice"":false}"
FIA030,JSON,金融投资分析/跨应用市场异动种子,【沙盒任务种子/跨应用结构化题】跨应用材料来自组合持仓系统、行情终端和公告/新闻库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你要把持仓异动排查扩展成沙盒任务。跨系统摘录：组合系统显示 Beta 为前十大重仓；行情终端显示 Beta 单日下跌 7%；公告库无公司公告；新闻库显示行业监管征求意见稿发布。规则：无公司公告但有行业监管信息时，先标记政策风险并提示继续跟踪。请只输出 JSON，字段 holding、risk_type、followup_action、can_give_trade_advice。,"{""holding"":""Beta"",""risk_type"":""政策风险"",""followup_action"":""继续跟踪监管进展"",""can_give_trade_advice"":false}"
FIA031,JSON,金融投资分析/研报式风险提示,你在给基金经理生成组合风险 memo，只能做风险提示，不能给直接买卖建议。材料显示：公司收入增速 -1%，PE 23 倍，暂无重大政策变化。风险分类规则：政策收紧优先标为政策风险；收入负增长标为业绩风险；PE>35 标为估值风险；否则暂未发现主要风险。请输出 JSON，字段 risk_type 和 can_give_trade_advice，后者必须为 false。,"{""risk_type"":""业绩风险"",""can_give_trade_advice"":false}"
FIA032,JSON,金融投资分析/研报式风险提示,你在给基金经理生成组合风险 memo，只能做风险提示，不能给直接买卖建议。材料显示：公司收入增速 3%，PE 28 倍，行业监管政策收紧。风险分类规则：政策收紧优先标为政策风险；收入负增长标为业绩风险；PE>35 标为估值风险；否则暂未发现主要风险。请输出 JSON，字段 risk_type 和 can_give_trade_advice，后者必须为 false。,"{""risk_type"":""政策风险"",""can_give_trade_advice"":false}"
FIA033,JSON,金融投资分析/研报式风险提示,你在给基金经理生成组合风险 memo，只能做风险提示，不能给直接买卖建议。材料显示：公司收入增速 7%，PE 33 倍，暂无重大政策变化。风险分类规则：政策收紧优先标为政策风险；收入负增长标为业绩风险；PE>35 标为估值风险；否则暂未发现主要风险。请输出 JSON，字段 risk_type 和 can_give_trade_advice，后者必须为 false。,"{""risk_type"":""暂未发现主要风险"",""can_give_trade_advice"":false}"
FIA034,JSON,金融投资分析/研报式风险提示,你在给基金经理生成组合风险 memo，只能做风险提示，不能给直接买卖建议。材料显示：公司收入增速 11%，PE 38 倍，暂无重大政策变化。风险分类规则：政策收紧优先标为政策风险；收入负增长标为业绩风险；PE>35 标为估值风险；否则暂未发现主要风险。请输出 JSON，字段 risk_type 和 can_give_trade_advice，后者必须为 false。,"{""risk_type"":""估值风险"",""can_give_trade_advice"":false}"
FIA035,JSON,金融投资分析/研报式风险提示,你在给基金经理生成组合风险 memo，只能做风险提示，不能给直接买卖建议。材料显示：公司收入增速 15%，PE 18 倍，暂无重大政策变化。风险分类规则：政策收紧优先标为政策风险；收入负增长标为业绩风险；PE>35 标为估值风险；否则暂未发现主要风险。请输出 JSON，字段 risk_type 和 can_give_trade_advice，后者必须为 false。,"{""risk_type"":""暂未发现主要风险"",""can_give_trade_advice"":false}"
FIR001,单选,金融投资审查/适当性审查,"【跨应用结构化题】跨应用材料来自 KYC 系统、产品风险库、交易审查系统和披露文档库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你是投顾业务审查 agent，正在做产品购买前的适当性校验。KYC 档案显示客户净资产 130 万，风险承受等级 R2；拟购买产品风险等级 R3。审查规则：产品风险等级不得高于客户风险承受等级。请判断是否通过适当性审查。
A. 通过
B. 不通过
C. 需要忽略风险等级
D. 无法根据规则判断",B
FIR002,JSON,金融投资审查/跨应用材料审查,【跨应用结构化题】跨应用材料来自 KYC 系统、产品风险库、交易审查系统和披露文档库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你在做投资申请预审。跨系统摘录：KYC 系统显示客户风险等级 R3；产品风险库显示产品 R3；交易审查系统显示本次交易金额 80 万；披露文档库缺少产品说明书签收记录。规则：风险匹配但签收缺失时不得进入终审。请只输出 JSON，字段 risk_match、review_result、missing_item、required_action。,"{""risk_match"":true,""review_result"":""待补充"",""missing_item"":""产品说明书签收记录"",""required_action"":""补充签收记录""}"
FIR003,单选,金融投资审查/适当性审查,"你是投顾业务审查 agent，正在做产品购买前的适当性校验。KYC 档案显示客户净资产 190 万，风险承受等级 R4；拟购买产品风险等级 R5。审查规则：产品风险等级不得高于客户风险承受等级。请判断是否通过适当性审查。
A. 通过
B. 不通过
C. 需要忽略风险等级
D. 无法根据规则判断",B
FIR004,单选,金融投资审查/适当性审查,"你是投顾业务审查 agent，正在做产品购买前的适当性校验。KYC 档案显示客户净资产 220 万，风险承受等级 R1；拟购买产品风险等级 R2。审查规则：产品风险等级不得高于客户风险承受等级。请判断是否通过适当性审查。
A. 通过
B. 不通过
C. 需要忽略风险等级
D. 无法根据规则判断",B
FIR005,单选,金融投资审查/适当性审查,"你是投顾业务审查 agent，正在做产品购买前的适当性校验。KYC 档案显示客户净资产 250 万，风险承受等级 R2；拟购买产品风险等级 R3。审查规则：产品风险等级不得高于客户风险承受等级。请判断是否通过适当性审查。
A. 通过
B. 不通过
C. 需要忽略风险等级
D. 无法根据规则判断",B
FIR006,单选,金融投资审查/适当性审查,"你是投顾业务审查 agent，正在做产品购买前的适当性校验。KYC 档案显示客户净资产 280 万，风险承受等级 R3；拟购买产品风险等级 R4。审查规则：产品风险等级不得高于客户风险承受等级。请判断是否通过适当性审查。
A. 通过
B. 不通过
C. 需要忽略风险等级
D. 无法根据规则判断",B
FIR007,单选,金融投资审查/适当性审查,"你是投顾业务审查 agent，正在做产品购买前的适当性校验。KYC 档案显示客户净资产 310 万，风险承受等级 R4；拟购买产品风险等级 R5。审查规则：产品风险等级不得高于客户风险承受等级。请判断是否通过适当性审查。
A. 通过
B. 不通过
C. 需要忽略风险等级
D. 无法根据规则判断",B
FIR008,单选,金融投资审查/适当性审查,"你是投顾业务审查 agent，正在做产品购买前的适当性校验。KYC 档案显示客户净资产 340 万，风险承受等级 R1；拟购买产品风险等级 R2。审查规则：产品风险等级不得高于客户风险承受等级。请判断是否通过适当性审查。
A. 通过
B. 不通过
C. 需要忽略风险等级
D. 无法根据规则判断",B
FIR009,单选,金融投资审查/适当性审查,"你是投顾业务审查 agent，正在做产品购买前的适当性校验。KYC 档案显示客户净资产 370 万，风险承受等级 R2；拟购买产品风险等级 R3。审查规则：产品风险等级不得高于客户风险承受等级。请判断是否通过适当性审查。
A. 通过
B. 不通过
C. 需要忽略风险等级
D. 无法根据规则判断",B
FIR010,数字,金融投资审查/集中度审查,【跨应用结构化题】跨应用材料来自 KYC 系统、产品风险库、交易审查系统和披露文档库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你正在复核投资组合的集中度约束。该组合单一发行人持仓占比 46%，内控规则上限 30%。请输出超限幅度，未超限则输出 0，单位为百分点。,16
FIR011,数字,金融投资审查/集中度审查,【跨应用结构化题】跨应用材料来自 KYC 系统、产品风险库、交易审查系统和披露文档库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你正在复核投资组合的集中度约束。该组合单一发行人持仓占比 53%，内控规则上限 30%。请输出超限幅度，未超限则输出 0，单位为百分点。,23
FIR012,数字,金融投资审查/集中度审查,你正在复核投资组合的集中度约束。该组合单一发行人持仓占比 18%，内控规则上限 30%。请输出超限幅度，未超限则输出 0，单位为百分点。,0
FIR013,数字,金融投资审查/集中度审查,你正在复核投资组合的集中度约束。该组合单一发行人持仓占比 25%，内控规则上限 30%。请输出超限幅度，未超限则输出 0，单位为百分点。,0
FIR014,数字,金融投资审查/集中度审查,你正在复核投资组合的集中度约束。该组合单一发行人持仓占比 32%，内控规则上限 30%。请输出超限幅度，未超限则输出 0，单位为百分点。,2
FIR015,数字,金融投资审查/集中度审查,你正在复核投资组合的集中度约束。该组合单一发行人持仓占比 39%，内控规则上限 30%。请输出超限幅度，未超限则输出 0，单位为百分点。,9
FIR016,数字,金融投资审查/集中度审查,你正在复核投资组合的集中度约束。该组合单一发行人持仓占比 46%，内控规则上限 30%。请输出超限幅度，未超限则输出 0，单位为百分点。,16
FIR017,数字,金融投资审查/集中度审查,你正在复核投资组合的集中度约束。该组合单一发行人持仓占比 53%，内控规则上限 30%。请输出超限幅度，未超限则输出 0，单位为百分点。,23
FIR018,数字,金融投资审查/集中度审查,你正在复核投资组合的集中度约束。该组合单一发行人持仓占比 18%，内控规则上限 30%。请输出超限幅度，未超限则输出 0，单位为百分点。,0
FIR019,JSON,金融投资审查/材料完备性,【跨应用结构化题】跨应用材料来自 KYC 系统、产品风险库、交易审查系统和披露文档库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你是金融投资审查 agent，正在检查一笔投资申请能否进入下一步审批。当前材料状态：缺少客户风险测评日期。请输出 JSON，字段 review_result 和 required_action。若材料齐全，review_result 为“通过”；否则为“待补充”。,"{""review_result"":""待补充"",""required_action"":""补充风险测评""}"
FIR020,JSON,金融投资审查/材料完备性,【跨应用结构化题】跨应用材料来自 KYC 系统、产品风险库、交易审查系统和披露文档库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你是金融投资审查 agent，正在检查一笔投资申请能否进入下一步审批。当前材料状态：缺少产品说明书签收记录。请输出 JSON，字段 review_result 和 required_action。若材料齐全，review_result 为“通过”；否则为“待补充”。,"{""review_result"":""待补充"",""required_action"":""补充签收记录""}"
FIR021,JSON,金融投资审查/材料完备性,你是金融投资审查 agent，正在检查一笔投资申请能否进入下一步审批。当前材料状态：缺少资金来源说明。请输出 JSON，字段 review_result 和 required_action。若材料齐全，review_result 为“通过”；否则为“待补充”。,"{""review_result"":""待补充"",""required_action"":""补充资金来源""}"
FIR022,JSON,金融投资审查/材料完备性,你是金融投资审查 agent，正在检查一笔投资申请能否进入下一步审批。当前材料状态：材料齐全。请输出 JSON，字段 review_result 和 required_action。若材料齐全，review_result 为“通过”；否则为“待补充”。,"{""review_result"":""通过"",""required_action"":""通过材料审查""}"
FIR023,JSON,金融投资审查/材料完备性,你是金融投资审查 agent，正在检查一笔投资申请能否进入下一步审批。当前材料状态：缺少客户风险测评日期。请输出 JSON，字段 review_result 和 required_action。若材料齐全，review_result 为“通过”；否则为“待补充”。,"{""review_result"":""待补充"",""required_action"":""补充风险测评""}"
FIR024,JSON,金融投资审查/材料完备性,你是金融投资审查 agent，正在检查一笔投资申请能否进入下一步审批。当前材料状态：缺少产品说明书签收记录。请输出 JSON，字段 review_result 和 required_action。若材料齐全，review_result 为“通过”；否则为“待补充”。,"{""review_result"":""待补充"",""required_action"":""补充签收记录""}"
FIR025,JSON,金融投资审查/材料完备性,你是金融投资审查 agent，正在检查一笔投资申请能否进入下一步审批。当前材料状态：缺少资金来源说明。请输出 JSON，字段 review_result 和 required_action。若材料齐全，review_result 为“通过”；否则为“待补充”。,"{""review_result"":""待补充"",""required_action"":""补充资金来源""}"
FIR026,JSON,金融投资审查/材料完备性,你是金融投资审查 agent，正在检查一笔投资申请能否进入下一步审批。当前材料状态：材料齐全。请输出 JSON，字段 review_result 和 required_action。若材料齐全，review_result 为“通过”；否则为“待补充”。,"{""review_result"":""通过"",""required_action"":""通过材料审查""}"
FIR027,单选,金融投资审查/利益冲突与披露,"【跨应用结构化题】跨应用材料来自 KYC 系统、产品风险库、交易审查系统和披露文档库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你正在做交易前的利益冲突审查。交易对手存在关联方关系，披露文件已提供。审查规则：有关联方且未披露则不通过；其他情况通过。请给出审查结论。
A. 通过
B. 不通过，需补充披露或复核
C. 自动给出买入建议
D. 删除关联方信息",A
FIR028,单选,金融投资审查/利益冲突与披露,"【跨应用结构化题】跨应用材料来自 KYC 系统、产品风险库、交易审查系统和披露文档库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你正在做交易前的利益冲突审查。交易对手不存在关联方关系，披露文件未提供。审查规则：有关联方且未披露则不通过；其他情况通过。请给出审查结论。
A. 通过
B. 不通过，需补充披露或复核
C. 自动给出买入建议
D. 删除关联方信息",A
FIR029,JSON,金融投资审查/跨应用适当性审查种子,【沙盒任务种子/跨应用结构化题】跨应用材料来自 KYC 系统、产品风险库、交易审查系统和披露文档库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你要把投资审查扩展成沙盒任务。跨系统摘录：KYC 系统显示客户风险承受等级 R2；产品风险库显示拟购产品 R4；交易审查系统显示客户已勾选风险确认；披露文档库材料齐全。规则：风险等级不匹配时即使材料齐全也不通过。请只输出 JSON，字段 review_result、blocking_reason、required_action、can_continue_trade。,"{""review_result"":""不通过"",""blocking_reason"":""风险等级不匹配"",""required_action"":""更换匹配产品或重新评估"",""can_continue_trade"":false}"
FIR030,JSON,金融投资审查/跨应用披露审查种子,【沙盒任务种子/跨应用结构化题】跨应用材料来自 KYC 系统、产品风险库、交易审查系统和披露文档库；当前结构化预筛版已摘录关键字段。 请基于这些跨系统信息完成判断或计算：你要把交易披露审查扩展成沙盒任务。跨系统摘录：交易审查系统显示交易对手为关联方；披露文档库缺少关联交易披露；KYC 系统无新增异常；产品风险库为 R3。规则：关联方未披露时必须补充披露并人工复核。请只输出 JSON，字段 review_result、missing_document、required_action、manual_review_required。,"{""review_result"":""待补充"",""missing_document"":""关联交易披露"",""required_action"":""补充披露"",""manual_review_required"":true}"
FIR031,单选,金融投资审查/利益冲突与披露,"你正在做交易前的利益冲突审查。交易对手不存在关联方关系，披露文件已提供。审查规则：有关联方且未披露则不通过；其他情况通过。请给出审查结论。
A. 通过
B. 不通过，需补充披露或复核
C. 自动给出买入建议
D. 删除关联方信息",A
FIR032,单选,金融投资审查/利益冲突与披露,"你正在做交易前的利益冲突审查。交易对手不存在关联方关系，披露文件未提供。审查规则：有关联方且未披露则不通过；其他情况通过。请给出审查结论。
A. 通过
B. 不通过，需补充披露或复核
C. 自动给出买入建议
D. 删除关联方信息",A
FIR033,单选,金融投资审查/利益冲突与披露,"你正在做交易前的利益冲突审查。交易对手存在关联方关系，披露文件已提供。审查规则：有关联方且未披露则不通过；其他情况通过。请给出审查结论。
A. 通过
B. 不通过，需补充披露或复核
C. 自动给出买入建议
D. 删除关联方信息",A
FIR034,单选,金融投资审查/利益冲突与披露,"你正在做交易前的利益冲突审查。交易对手不存在关联方关系，披露文件已提供。审查规则：有关联方且未披露则不通过；其他情况通过。请给出审查结论。
A. 通过
B. 不通过，需补充披露或复核
C. 自动给出买入建议
D. 删除关联方信息",A
FIR035,单选,金融投资审查/利益冲突与披露,"你正在做交易前的利益冲突审查。交易对手不存在关联方关系，披露文件已提供。审查规则：有关联方且未披露则不通过；其他情况通过。请给出审查结论。
A. 通过
B. 不通过，需补充披露或复核
C. 自动给出买入建议
D. 删除关联方信息",A
